"DR_NO","Date Rptd","DATE OCC","TIME OCC","AREA","AREA NAME","Rpt Dist No","Part 1-2","Crm Cd","Crm Cd Desc","Mocodes","Vict Age","Vict Sex","Vict Descent","Premis Cd","Premis Desc","Weapon Used Cd","Weapon Desc","Status","Status Desc","Crm Cd 1","Crm Cd 2","Crm Cd 3","Crm Cd 4","LOCATION","Cross Street","LAT","LON"
"230104586","01/09/2023 12:00:00 AM","01/05/2023 12:00:00 AM","0500","01","Central","0195","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0329 0344 0385 1300 1606 1822","55","M","W","101","STREET","","","IC","Invest Cont","331","","","","WASHINGTON","SANTEE","34.0301","-118.2623"
"232006346","02/26/2023 12:00:00 AM","02/23/2023 12:00:00 AM","1200","20","Olympic","2083","1","815","SEXUAL PENETRATION W/FOREIGN OBJECT","1218 0519 2033 1822 0515 0305 0416 0344","36","F","B","101","STREET","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","815","","","","1800 S  WESTERN                      AV","","34.0414","-118.309"
"231704373","01/11/2023 12:00:00 AM","01/11/2023 12:00:00 AM","0100","17","Devonshire","1794","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416 0913 1206","38","F","H","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","18100    CHASE                        ST","","34.2246","-118.5273"
"231505736","02/11/2023 12:00:00 AM","02/11/2023 12:00:00 AM","1400","15","N Hollywood","1548","2","624","BATTERY - SIMPLE ASSAULT","1822 0444 0417","16","F","B","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","5200    LANKERSHIM                   BL","","34.1649","-118.3746"
"231104887","01/23/2023 12:00:00 AM","01/23/2023 12:00:00 AM","2330","11","Northeast","1136","2","625","OTHER ASSAULT","0400 0431 1822","67","M","W","203","OTHER BUSINESS","500","UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont","625","","","","4300    EAGLE ROCK                   BL","","34.1227","-118.2232"
"230704932","01/23/2023 12:00:00 AM","01/22/2023 12:00:00 AM","1400","07","Wilshire","0784","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","","0","","","101","STREET","","","IC","Invest Cont","420","","","","2300 S  MANSFIELD                    AV","","34.0363","-118.3504"
"231205241","01/13/2023 12:00:00 AM","01/01/2023 12:00:00 AM","0638","12","77th Street","1273","2","354","THEFT OF IDENTITY","0100 0922","33","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","9100    LA SALLE                     AV","","33.9545","-118.3058"
"231806433","02/14/2023 12:00:00 AM","02/02/2023 12:00:00 AM","1300","18","Southeast","1821","2","354","THEFT OF IDENTITY","0100 1822 0922","35","M","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","354","","","","800 W  97TH                         ST","","33.9478","-118.2893"
"231207343","02/24/2023 12:00:00 AM","02/23/2023 12:00:00 AM","2023","12","77th Street","1255","2","901","VIOLATION OF RESTRAINING ORDER","2038 0913","36","F","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","901","","","","7500    BRIGHTON                     AV","","33.9718","-118.3014"
"230205454","01/24/2023 12:00:00 AM","01/21/2023 12:00:00 AM","0130","02","Rampart","0205","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0394 0344","39","F","W","119","PORCH, RESIDENTIAL","","","IC","Invest Cont","440","","","","900 N  VENDOME                      ST","","34.0823","-118.2755"
"231304536","01/11/2023 12:00:00 AM","01/08/2023 12:00:00 AM","2340","13","Newton","1307","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","1700 E  OLYMPIC                      BL","","34.0349","-118.2436"
"230107123","02/16/2023 12:00:00 AM","02/13/2023 12:00:00 AM","2045","01","Central","0192","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385 1300 1822 0344","22","F","J","101","STREET","","","IC","Invest Cont","331","","","","200 W  PICO                         BL","","34.0377","-118.2622"
"230505959","02/23/2023 12:00:00 AM","02/22/2023 12:00:00 AM","1230","05","Harbor","0521","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","400    WESTMONT                     DR","","33.7646","-118.287"
"232004318","01/08/2023 12:00:00 AM","01/07/2023 12:00:00 AM","2320","20","Olympic","2035","1","330","BURGLARY FROM VEHICLE","1307 1609 0344 1822 0352 1221","36","M","A","101","STREET","","","IC","Invest Cont","330","","","","3300    WILSHIRE                     BL","","34.0618","-118.2985"
"231805435","01/29/2023 12:00:00 AM","01/29/2023 12:00:00 AM","0510","18","Southeast","1826","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","1206 2000 0913 1814 0400","30","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","626","","","","9100    COMPTON                      AV","","33.9543","-118.2475"
"230605096","01/15/2023 12:00:00 AM","01/14/2023 12:00:00 AM","2200","06","Hollywood","0632","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","1822 1300 1601 1606 0344","28","F","W","101","STREET","","","IC","Invest Cont","420","","","","8800    WONDERLAND                   AV","","34.111","-118.3862"
"230306290","02/13/2023 12:00:00 AM","02/12/2023 12:00:00 AM","2100","03","Southwest","0328","1","330","BURGLARY FROM VEHICLE","1251 0321 0344 1822 1300 1606","21","M","W","103","ALLEY","","","IC","Invest Cont","330","","","","700 W  27TH                         ST","","34.0281","-118.2788"
"231405274","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","0630","14","Pacific","1415","1","510","VEHICLE - STOLEN","","0","","","108","PARKING LOT","","","IC","Invest Cont","510","","","","900    LINCOLN                      BL","","33.9985","-118.462"
"231704630","01/12/2023 12:00:00 AM","01/10/2023 12:00:00 AM","1800","17","Devonshire","1777","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0385 1608 1822","46","M","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","331","","","","9600    GOTHIC                       AV","","34.2446","-118.491"
"230904804","01/23/2023 12:00:00 AM","01/22/2023 12:00:00 AM","2240","09","Van Nuys","0923","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0913 1414 0603 0334 0411","18","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","218","OTHER CUTTING INSTRUMENT","AA","Adult Arrest","230","","","","14700    GILMORE                      ST","","34.1876","-118.4531"
"231904713","01/19/2023 12:00:00 AM","01/18/2023 12:00:00 AM","2135","19","Mission","1962","1","220","ATTEMPTED ROBBERY","1402 0369 0421 1314 1822 0448 0334","42","F","H","108","PARKING LOT","218","OTHER CUTTING INSTRUMENT","IC","Invest Cont","220","998","","","9100 N  SEPULVEDA                    BL","","34.2355","-118.4675"
"231307233","03/04/2023 12:00:00 AM","03/04/2023 12:00:00 AM","0700","13","Newton","1327","2","624","BATTERY - SIMPLE ASSAULT","0416","23","M","H","101","STREET","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","2400    LONG BEACH                   AV","","34.0152","-118.2429"
"231104599","01/16/2023 12:00:00 AM","01/16/2023 12:00:00 AM","2030","11","Northeast","1142","2","624","BATTERY - SIMPLE ASSAULT","0400 0416 1266 2004 1822 0444","38","M","H","203","OTHER BUSINESS","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","4500    LOS FELIZ                    BL","","34.1119","-118.2874"
"230605352","01/21/2023 12:00:00 AM","01/21/2023 12:00:00 AM","1308","06","Hollywood","0645","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","1822 0325","0","X","X","405","CLOTHING STORE","","","IC","Invest Cont","442","","","","7000    HOLLYWOOD                    BL","","34.1015","-118.3417"
"231305839","02/04/2023 12:00:00 AM","02/04/2023 12:00:00 AM","1710","13","Newton","1303","2","624","BATTERY - SIMPLE ASSAULT","0416 1822 1300 0444 0446","47","F","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","1200 E  OLYMPIC                      BL","","34.0335","-118.2459"
"231504374","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","0745","15","N Hollywood","1549","2","888","TRESPASSING","2004 0910 2048","0","M","W","913","MTA - RED LINE - NORTH HOLLYWOOD","","","AA","Adult Arrest","888","","","","5300    LANKERSHIM                   BL","","34.172","-118.3789"
"232105776","02/17/2023 12:00:00 AM","02/17/2023 12:00:00 AM","1630","21","Topanga","2138","1","761","BRANDISH WEAPON","1402 0334 0421 1822","56","M","W","101","STREET","200","KNIFE WITH BLADE 6INCHES OR LESS","AA","Adult Arrest","761","930","998","","MASON                        AV","SATICOY                      ST","34.2083","-118.5797"
"231905781","02/10/2023 12:00:00 AM","02/09/2023 12:00:00 AM","2130","19","Mission","1962","2","664","BUNCO, PETTY THEFT","0701","22","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","664","","","","9100 N  SEPULVEDA                    BL","","34.2355","-118.4675"
"231104650","01/18/2023 12:00:00 AM","01/16/2023 12:00:00 AM","1330","11","Northeast","1126","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","1300 0344 0385 1822","41","M","F","101","STREET","","","IC","Invest Cont","331","","","","5400    MERIDIAN                     ST","","34.1209","-118.1992"
"230705235","01/28/2023 12:00:00 AM","01/25/2023 12:00:00 AM","1917","07","Wilshire","0721","1","343","SHOPLIFTING-GRAND THEFT ($950.01 & OVER)","0325","22","X","X","416","THE BEVERLY CENTER","","","IC","Invest Cont","343","","","","8500    BEVERLY                      BL","","34.0761","-118.3766"
"230806478","02/27/2023 12:00:00 AM","02/25/2023 12:00:00 AM","0030","08","West LA","0832","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906","40","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","956","","","","11800    KIOWA                        AV","","34.0498","-118.4641"
"232106421","03/05/2023 12:00:00 AM","03/05/2023 12:00:00 AM","1330","21","Topanga","2189","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329","83","M","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","740","","","","20700    QUEDO                        DR","","34.1589","-118.584"
"230304579","01/12/2023 12:00:00 AM","01/11/2023 12:00:00 AM","1630","03","Southwest","0396","1","350","THEFT, PERSON","0305 0346 0377 1822","31","F","H","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","350","","","","VERNON                       AV","VERMONT                      AV","34.0037","-118.2916"
"230704718","01/17/2023 12:00:00 AM","01/09/2023 12:00:00 AM","0321","07","Wilshire","0736","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0325","0","X","X","404","DEPARTMENT STORE","","","IC","Invest Cont","440","","","","400 S  LA BREA                      AV","","34.0669","-118.3456"
"230504611","01/15/2023 12:00:00 AM","01/15/2023 12:00:00 AM","0440","05","Harbor","0563","2","354","THEFT OF IDENTITY","0930","22","M","W","710","OTHER PREMISE","","","IC","Invest Cont","354","","","","12TH                         ST","MEYLER                       ST","33.7334","-118.2968"
"231105052","01/28/2023 12:00:00 AM","01/25/2023 12:00:00 AM","2200","11","Northeast","1138","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","0344 0385","31","M","W","101","STREET","","","IC","Invest Cont","331","","","","200 N  AVENUE 61","","34.1131","-118.1894"
"231505977","02/17/2023 12:00:00 AM","01/16/2023 12:00:00 AM","1300","15","N Hollywood","1504","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","1906 1822","65","M","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","956","","","","11700    COHASSET                     ST","","34.2067","-118.3878"
"231604122","01/05/2023 12:00:00 AM","01/04/2023 12:00:00 AM","0845","16","Foothill","1637","1","310","BURGLARY","1402 0321","69","M","W","203","OTHER BUSINESS","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","310","998","","","8100    FOOTHILL                     BL","","34.2634","-118.3074"
"230604714","01/18/2023 12:00:00 AM","01/18/2023 12:00:00 AM","0050","06","Hollywood","0645","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","0329 1822","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","740","","","","7000    HOLLYWOOD                    BL","","34.1015","-118.3417"
"230207002","03/05/2023 12:00:00 AM","03/05/2023 12:00:00 AM","0050","02","Rampart","0256","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0334 0302 1822","35","M","H","103","ALLEY","102","HAND GUN","IC","Invest Cont","230","","","","600 S  BONNIE BRAE                  ST","","34.0585","-118.2725"
"230304589","01/13/2023 12:00:00 AM","01/12/2023 12:00:00 AM","1900","03","Southwest","0357","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","1300 W  36TH                         ST","","34.0229","-118.2974"
"232105309","02/05/2023 12:00:00 AM","02/04/2023 12:00:00 AM","1415","21","Topanga","2146","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0344","23","F","F","727","SHOPPING MALL (COMMON AREA)","","","IC","Invest Cont","440","","","","VANOWEN                      ST","OWENSMOUTH                   AV","34.1938","-118.6015"
"230306391","02/15/2023 12:00:00 AM","02/15/2023 12:00:00 AM","1430","03","Southwest","0353","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","1822 0104 0325 0342 1309 0207 0344","22","X","X","403","DRUG STORE","","","IC","Invest Cont","440","","","","3700    CRENSHAW                     BL","","34.0209","-118.3406"
"231207125","02/20/2023 12:00:00 AM","02/20/2023 12:00:00 AM","2130","12","77th Street","1268","2","626","INTIMATE PARTNER - SIMPLE ASSAULT","0913 0400 0416 0444 1814 2000","27","F","B","501","SINGLE FAMILY DWELLING","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other","626","","","","100 W  81ST                         ST","","33.9659","-118.2739"
"230304904","01/19/2023 12:00:00 AM","01/19/2023 12:00:00 AM","0600","03","Southwest","0363","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 1822","49","M","B","222","LAUNDROMAT","","","IC","Invest Cont","341","","","","4100    PALMYRA                      RD","","34.0149","-118.3436"
"231404272","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","1230","14","Pacific","1487","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0344","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","442","","","","8900 S  SEPULVEDA                    BL","","33.9559","-118.3962"
"230107043","02/13/2023 12:00:00 AM","02/05/2023 12:00:00 AM","1437","01","Central","0156","2","354","THEFT OF IDENTITY","0930 0929 0922","46","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","354","","","","300 E  5TH                          ST","","34.0449","-118.2458"
"231205507","01/28/2023 12:00:00 AM","01/28/2023 12:00:00 AM","0845","12","77th Street","1259","1","510","VEHICLE - STOLEN","","0","","","103","ALLEY","","","IC","Invest Cont","510","","","","600 E  76TH                         ST","","33.9712","-118.2652"
"231404537","01/16/2023 12:00:00 AM","01/14/2023 12:00:00 AM","1700","14","Pacific","1412","1","510","VEHICLE - STOLEN","","0","","","101","STREET","","","IC","Invest Cont","510","","","","1200    PACIFIC                      AV","","33.99","-118.4741"
"231306635","02/21/2023 12:00:00 AM","02/20/2023 12:00:00 AM","2000","13","Newton","1346","2","624","BATTERY - SIMPLE ASSAULT","1202 0913 2024 1701 0603","84","F","B","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","42ND                         PL","HOOPER                       AV","34.0066","-118.2521"
"231207953","03/06/2023 12:00:00 AM","03/06/2023 12:00:00 AM","0745","12","77th Street","1273","1","520","VEHICLE - ATTEMPT STOLEN","0342 0329 1309 0202","0","","","707","GARAGE/CARPORT","","","IC","Invest Cont","520","","","","8700 S  HARVARD                      BL","","33.959","-118.3068"
"232005438","02/04/2023 12:00:00 AM","01/27/2023 12:00:00 AM","0200","20","Olympic","2039","1","310","BURGLARY","0342 0352 0397 0321 0344 0327 1607 1221 1822","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","310","","","","2800 W  7TH                          ST","","34.0598","-118.2842"
"230804615","01/17/2023 12:00:00 AM","01/15/2023 12:00:00 AM","0830","08","West LA","0822","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","0913 1906","46","F","W","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","956","","","","400    ALMAR                        AV","","34.0404","-118.5392"
"231704585","01/18/2023 12:00:00 AM","01/18/2023 12:00:00 AM","1200","17","Devonshire","1728","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0421 1251 1815 0913","0","X","X","704","ELEMENTARY SCHOOL","511","VERBAL THREAT","IC","Invest Cont","930","","","","10800    DARBY                        AV","","34.2655","-118.5335"
"231605864","02/28/2023 12:00:00 AM","02/28/2023 12:00:00 AM","1450","16","Foothill","1642","2","902","VIOLATION OF TEMPORARY RESTRAINING ORDER","1501 2038","35","F","H","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","902","","","","13000    GOLETA                       ST","","34.2536","-118.4194"
"230604872","01/23/2023 12:00:00 AM","01/23/2023 12:00:00 AM","0200","06","Hollywood","0615","2","901","VIOLATION OF RESTRAINING ORDER","1202 0913 2038 1810","64","M","B","501","SINGLE FAMILY DWELLING","","","IC","Invest Cont","901","","","","3300    BARHAM                       BL","","34.1309","-118.3452"
"231404284","01/10/2023 12:00:00 AM","01/10/2023 12:00:00 AM","1445","14","Pacific","1409","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0344 0329","0","X","X","203","OTHER BUSINESS","","","IC","Invest Cont","341","","","","8900    VENICE                       BL","","34.0293","-118.3882"
"230705397","02/01/2023 12:00:00 AM","02/01/2023 12:00:00 AM","1025","07","Wilshire","0755","1","310","BURGLARY","0344","26","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","","","IC","Invest Cont","310","","","","1300 S  BURNSIDE                     AV","","34.0503","-118.3532"
"231304558","01/11/2023 12:00:00 AM","01/11/2023 12:00:00 AM","1430","13","Newton","1351","2","624","BATTERY - SIMPLE ASSAULT","1218 0913 0429 2004 0419","53","F","W","102","SIDEWALK","400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont","624","","","","42ND                         ST","GRAND                        AV","34.0074","-118.2809"
